customerID,phoneDescription,internetDescription
3658-QQJYD,Phone service,"DSL with online security, online backup, streaming tv, streaming movies"
1803-BGNBD,Phone service,"DSL with online backup, tech support"
0134-XWXCE,Phone service,"DSL with device protection, tech support, streaming tv, streaming movies"
6950-TWMYB,Phone service,"Fiber optic with online backup, tech support"
5848-FHRFC,Phone service,None
2243-FNMMI,Phone service,None
2511-MORQY,Phone service with multiple lines,DSL with device protection
5356-KZCKT,Phone service with multiple lines,None
9470-XCCEM,Phone service with multiple lines,"Fiber optic with online backup, streaming tv"
6519-CFDBX,Phone service,DSL
3902-MIVLE,Phone service with multiple lines,"DSL with online security, device protection, tech support, streaming movies"
0409-WTMPL,Phone service with multiple lines,"Fiber optic with online security, online backup, device protection, streaming tv, streaming movies"
8763-KIAFH,Phone service,None
3669-WHAFY,Phone service with multiple lines,"Fiber optic with online security, online backup, device protection, tech support, streaming tv, streaming movies"
3055-VTCGS,Phone service,"DSL with device protection, streaming movies"
3144-KMTWZ,Phone service with multiple lines,"Fiber optic with online backup, device protection, streaming movies"
7279-BUYWN,Phone service with multiple lines,"Fiber optic with online security, online backup, device protection, streaming tv, streaming movies"
7156-MHUGY,Phone service,"Fiber optic with streaming tv, streaming movies"
7198-GLXTC,Phone service,Fiber optic with streaming tv
2007-QVGAW,Phone service,None
5207-PLSTK,Phone service,DSL with online security
2307-FYNNL,Phone service with multiple lines,"Fiber optic with online security, device protection, tech support, streaming tv, streaming movies"
5605-XNWEN,Phone service with multiple lines,None
2155-AMQRX,Phone service with multiple lines,DSL with tech support
6181-AXXYF,Phone service with multiple lines,None
5091-HFAZW,Phone service,"Fiber optic with online security, online backup, streaming tv"
0516-VRYBW,Phone service,None
2519-LBNQL,Phone service with multiple lines,"Fiber optic with online backup, device protection, streaming tv, streaming movies"
8623-ULFNQ,Phone service with multiple lines,"DSL with tech support, streaming movies"
8380-PEFPE,Phone service,Fiber optic
5687-DKDTV,Phone service,None
1568-LJSZU,Phone service with multiple lines,"DSL with online security, online backup, device protection, tech support, streaming tv, streaming movies"
7530-HDYDS,Phone service,"Fiber optic with online backup, device protection, tech support"
7789-HKSBS,Phone service with multiple lines,"Fiber optic with online security, device protection, streaming tv, streaming movies"
7416-CKTEP,Phone service,None
2586-CWXVV,None,DSL with online backup
3096-IZETN,Phone service,Fiber optic with streaming movies
2348-KCJLT,Phone service,"DSL with online security, online backup, device protection"
8401-EMUWF,Phone service with multiple lines,"DSL with online security, online backup, streaming tv"
4193-IBKSW,Phone service with multiple lines,None
5377-NDTOU,Phone service with multiple lines,"DSL with online security, online backup, device protection, tech support, streaming tv, streaming movies"
5922-ABDVO,Phone service with multiple lines,"Fiber optic with device protection, streaming movies"
2474-LCNUE,Phone service with multiple lines,"DSL with tech support, streaming tv, streaming movies"
0839-QNXME,Phone service,None
3506-OVLKD,Phone service with multiple lines,None
9172-ANCRX,Phone service with multiple lines,"Fiber optic with online security, streaming tv, streaming movies"
6650-VJONK,Phone service,DSL
2178-PMGCJ,Phone service,Fiber optic
7492-TAFJD,None,"DSL with online security, online backup, device protection"
2773-MADBQ,None,"DSL with online security, online backup, device protection, tech support, streaming movies"
6016-LVTJQ,Phone service,None
7860-KSUGX,Phone service with multiple lines,"DSL with online security, online backup, device protection"
8966-KZXXA,Phone service with multiple lines,None
6910-HADCM,Phone service,Fiber optic with device protection
4816-LXZYW,Phone service with multiple lines,Fiber optic with online backup
9606-PBKBQ,Phone service with multiple lines,Fiber optic with streaming movies
5149-QYTTU,Phone service with multiple lines,"Fiber optic with online security, online backup, device protection, tech support"
2070-XYMFH,Phone service with multiple lines,Fiber optic with device protection
2085-BOJKI,Phone service,"Fiber optic with device protection, streaming tv, streaming movies"
0817-HSUSE,Phone service,"DSL with device protection, tech support, streaming tv, streaming movies"
5442-PPTJY,Phone service,None
1927-QEWMY,Phone service,None
1663-MHLHE,Phone service,None
5663-QBGIS,Phone service with multiple lines,"Fiber optic with online backup, streaming tv, streaming movies"
4450-MDZFX,Phone service with multiple lines,Fiber optic
6701-DHKWQ,None,"DSL with online backup, device protection, tech support, streaming tv"
7554-AKDQF,Phone service,DSL
3536-IQCTX,Phone service with multiple lines,Fiber optic with streaming movies
4911-BANWH,Phone service with multiple lines,Fiber optic with streaming tv
8496-EJAUI,Phone service,Fiber optic with online backup
0794-YVSGE,Phone service,None
5423-BHIXO,Phone service with multiple lines,DSL with online backup
6908-VVYHM,Phone service with multiple lines,"Fiber optic with online backup, streaming movies"
2959-EEXWB,None,"DSL with online security, streaming tv, streaming movies"
1839-UMACK,Phone service with multiple lines,None
3030-YDNRM,Phone service with multiple lines,Fiber optic
7321-KKSDU,Phone service,None
3402-XRIUO,Phone service with multiple lines,"DSL with online security, online backup, tech support"
3132-TVFDZ,None,"DSL with streaming tv, streaming movies"
8286-AFUYI,Phone service,DSL with online security
8080-DDEMJ,Phone service,DSL
8356-WUAOJ,Phone service,DSL
6365-MTGZX,Phone service,"Fiber optic with tech support, streaming tv, streaming movies"
1349-WXNGG,Phone service,None
8058-DMYRU,Phone service with multiple lines,"Fiber optic with online backup, streaming movies"
9350-ZXYJC,Phone service with multiple lines,None
6990-YNRIO,Phone service with multiple lines,"Fiber optic with online security, device protection, tech support, streaming tv, streaming movies"
8958-JPTRR,Phone service with multiple lines,None
6959-GQEGV,Phone service,"DSL with online security, device protection, streaming tv, streaming movies"
3173-WSSUE,Phone service,None
1265-HVPZB,Phone service,"DSL with online security, online backup, device protection, streaming tv"
4115-UMJFQ,None,"DSL with online backup, device protection"
7369-TRPFD,Phone service,None
1098-KFQEC,Phone service,None
7190-XHTWJ,Phone service,None
0621-TWIEM,Phone service,DSL
3537-RYBHH,Phone service with multiple lines,"DSL with online security, online backup, device protection"
2485-ITVKB,None,DSL with streaming movies
3669-OYSJI,Phone service,DSL
1612-EOHDH,Phone service,DSL
6702-OHFWR,None,"DSL with online backup, device protection, streaming movies"
5296-BFCYD,Phone service,None
4510-PYUSH,Phone service,"DSL with online security, online backup"
9359-JANWS,Phone service,"DSL with online security, device protection, tech support"
7517-SAWMO,Phone service,Fiber optic with online security
4143-HHPMK,Phone service,"Fiber optic with online backup, streaming movies"
3279-DYZQM,Phone service,None
7054-LGEQW,Phone service,DSL
0523-VNGTF,None,"DSL with online backup, device protection, tech support, streaming tv"
9575-IWCAZ,Phone service with multiple lines,None
7105-MXJLL,Phone service,"DSL with device protection, streaming movies"
7064-FRRSW,Phone service with multiple lines,"Fiber optic with online backup, streaming tv, streaming movies"
7940-UQQUG,Phone service with multiple lines,"Fiber optic with online security, tech support, streaming tv, streaming movies"
0923-PNFUB,Phone service,"Fiber optic with online backup, streaming tv"
3961-SXAXY,Phone service,DSL
7010-BRBUU,Phone service with multiple lines,None
3566-HJGPK,Phone service,DSL
3062-ICYZQ,Phone service with multiple lines,"Fiber optic with online security, online backup, streaming movies"
9938-PRCVK,Phone service,None
0973-KYVNF,Phone service,"DSL with online security, online backup, device protection, streaming tv"
5129-HHMZC,Phone service with multiple lines,"DSL with online security, online backup, tech support, streaming tv, streaming movies"
9637-CDTKZ,Phone service with multiple lines,"Fiber optic with online security, online backup, device protection, tech support, streaming tv, streaming movies"
3946-JEWRQ,Phone service with multiple lines,"Fiber optic with streaming tv, streaming movies"
7873-CVMAW,Phone service with multiple lines,"DSL with online security, online backup, device protection, tech support, streaming tv, streaming movies"
0463-WZZKO,Phone service,None
3494-JCHRQ,Phone service,Fiber optic
6474-FVJLC,Phone service with multiple lines,Fiber optic with streaming movies
4524-QCSSM,None,"DSL with online security, online backup, streaming movies"
5832-EXGTT,Phone service,"DSL with online security, streaming movies"
8840-DQLGN,Phone service with multiple lines,"Fiber optic with online security, online backup, tech support, streaming tv"
2039-JONDJ,Phone service,"DSL with online security, online backup"
7217-JYHOQ,Phone service,"DSL with online security, online backup, tech support, streaming movies"
6695-FRVEC,Phone service,"DSL with online security, device protection, tech support"
4547-LYTDD,Phone service with multiple lines,Fiber optic
9894-QMIMJ,Phone service,"DSL with online backup, device protection"
8069-YQQAJ,None,DSL with online backup
6770-XUAGN,Phone service,None
4193-ORFCL,Phone service,DSL
1636-NTNCO,None,"DSL with online backup, streaming tv, streaming movies"
3466-WAESX,Phone service with multiple lines,"DSL with online security, online backup, streaming movies"
9281-PKKZE,None,"DSL with streaming tv, streaming movies"
3638-VBZTA,Phone service with multiple lines,"DSL with online security, online backup, tech support, streaming tv, streaming movies"
7459-IMVYU,Phone service with multiple lines,"DSL with online security, online backup, device protection, tech support"
7776-QWNFX,Phone service,DSL with online backup
6689-TCZHQ,Phone service,Fiber optic with streaming movies
8563-OYMQY,Phone service,"Fiber optic with online backup, device protection, streaming movies"
0754-EEBDC,Phone service,None
5777-ZPQNC,Phone service,None
1951-IEYXM,Phone service with multiple lines,"DSL with online security, online backup, device protection, tech support, streaming tv, streaming movies"
3318-NMQXL,Phone service,"Fiber optic with streaming tv, streaming movies"
3143-ILDAL,Phone service with multiple lines,"Fiber optic with online backup, tech support, streaming movies"
1022-RKXDR,Phone service with multiple lines,None
2361-FJWNO,None,"DSL with online backup, tech support"
2272-UOINI,Phone service,"DSL with online security, online backup, tech support, streaming tv, streaming movies"
