customerID,subscriptionDescription,contractDescription,TotalCharges
6770-UAYGJ,Is subscribed for 49 months at a monthly cost of 25.25,Two year Mailed check,1211.65
6463-HHXJR,Is subscribed for 71 months at a monthly cost of 100.5,Two year Bank transfer (automatic),7030.65
7928-VJYAB,Is subscribed for 11 months at a monthly cost of 90.6,Month-to-month Electronic check,1020.2
1187-WILMM,Is subscribed for 63 months at a monthly cost of 89.4,Two year Credit card (automatic) paperless billing,5597.65
9776-OJUZI,Is subscribed for 65 months at a monthly cost of 95.45,Month-to-month Bank transfer (automatic) paperless billing,6223.3
1306-RPWXZ,Is subscribed for 49 months at a monthly cost of 20.45,Two year Credit card (automatic),1024.65
8949-JTMAY,Was subscribed for 29 months at a monthly cost of 98.6,Month-to-month Credit card (automatic) paperless billing,2933.2
2774-LVQUS,Was subscribed for 15 months at a monthly cost of 83.05,Month-to-month Electronic check paperless billing,1258.3
3097-PYWXL,Is subscribed for 4 months at a monthly cost of 19.95,Month-to-month Electronic check paperless billing,82.9
2266-SJNAT,Is subscribed for 72 months at a monthly cost of 109.15,One year Credit card (automatic),7789.6
0869-PAPRP,Is subscribed for 26 months at a monthly cost of 85.7,Month-to-month Credit card (automatic) paperless billing,2067
4238-JSSWH,Is subscribed for 35 months at a monthly cost of 102.05,Month-to-month Bank transfer (automatic),3452.55
2972-YDYUW,Is subscribed for 57 months at a monthly cost of 94.7,One year Electronic check,5468.95
1104-FEJAM,Is subscribed for 28 months at a monthly cost of 64.4,Month-to-month Electronic check,1802.15
2809-ILCYT,Is subscribed for 25 months at a monthly cost of 26.8,One year Mailed check paperless billing,733.55
5499-ECUTN,Is subscribed for 47 months at a monthly cost of 66.05,One year Credit card (automatic) paperless billing,3021.45
4981-FLTMF,Is subscribed for 57 months at a monthly cost of 65.2,Month-to-month Bank transfer (automatic),3687.85
9121-PHQSR,Is subscribed for 16 months at a monthly cost of 85.05,Month-to-month Credit card (automatic) paperless billing,1391.15
3113-IWHLC,Is subscribed for 5 months at a monthly cost of 55.8,Month-to-month Mailed check paperless billing,274.35
3211-ILJTT,Was subscribed for 17 months at a monthly cost of 70.4,Month-to-month Bank transfer (automatic) paperless billing,1214.05
4612-THJBS,Was subscribed for 56 months at a monthly cost of 104.75,One year Bank transfer (automatic) paperless billing,5510.65
4277-BWBML,Is subscribed for 72 months at a monthly cost of 19.95,Two year Bank transfer (automatic),1322.85
4094-NSEDU,Was subscribed for 21 months at a monthly cost of 94.25,Month-to-month Electronic check paperless billing,1973.75
0234-TEVTT,Is subscribed for 48 months at a monthly cost of 45.0,One year Credit card (automatic),2196.3
4304-TSPVK,Is subscribed for 68 months at a monthly cost of 114.9,Two year Bank transfer (automatic),7843.55
1552-AAGRX,Is subscribed for 30 months at a monthly cost of 106.4,Month-to-month Bank transfer (automatic),3211.9
2637-FKFSY,Is subscribed for 3 months at a monthly cost of 46.1,Month-to-month Mailed check paperless billing,130.15
9796-MVYXX,Is subscribed for 14 months at a monthly cost of 39.7,Two year Mailed check,692.35
7874-ECPQJ,Is subscribed for 4 months at a monthly cost of 20.05,Month-to-month Bank transfer (automatic) paperless billing,85.5
0020-INWCK,Is subscribed for 71 months at a monthly cost of 95.75,Two year Credit card (automatic) paperless billing,6849.4
7089-RKVSZ,Is subscribed for 8 months at a monthly cost of 24.4,One year Mailed check,203.95
2683-JXWQQ,Is subscribed for 61 months at a monthly cost of 33.6,Month-to-month Bank transfer (automatic),2117.2
9548-ZMVTX,Is subscribed for 72 months at a monthly cost of 90.45,Two year Bank transfer (automatic),6565.85
8739-XNIKG,Is subscribed for 5 months at a monthly cost of 84.0,Month-to-month Electronic check paperless billing,424.75
9755-JHNMN,Is subscribed for 49 months at a monthly cost of 67.4,Two year Bank transfer (automatic),3306.85
3981-QSVQI,Is subscribed for 8 months at a monthly cost of 19.7,Month-to-month Bank transfer (automatic) paperless billing,168.9
2789-HQBOU,Is subscribed for 3 months at a monthly cost of 80.35,Month-to-month Electronic check paperless billing,253.8
9424-CMPOG,Is subscribed for 9 months at a monthly cost of 19.6,Two year Mailed check,197.4
5067-WJEUN,Is subscribed for 67 months at a monthly cost of 54.2,Two year Bank transfer (automatic) paperless billing,3838.2
3450-WXOAT,Is subscribed for 46 months at a monthly cost of 45.2,Month-to-month Credit card (automatic) paperless billing,2065.15
9251-WNSOD,Is subscribed for 67 months at a monthly cost of 75.1,One year Mailed check,5064.45
6974-DAFLI,Is subscribed for 55 months at a monthly cost of 19.7,One year Electronic check,1140.05
2616-UUTFK,Is subscribed for 33 months at a monthly cost of 72.75,Month-to-month Bank transfer (automatic) paperless billing,2447.45
7064-JHXCE,Is subscribed for 62 months at a monthly cost of 20.05,Two year Credit card (automatic),1263.9
5103-MHMHY,Was subscribed for 1 months at a monthly cost of 45.95,Month-to-month Mailed check,45.95
7989-AWGEH,Is subscribed for 49 months at a monthly cost of 39.2,Month-to-month Electronic check paperless billing,1838.15
4373-VVHQL,Is subscribed for 1 months at a monthly cost of 44.75,Month-to-month Electronic check paperless billing,44.75
4559-UWIHT,Is subscribed for 14 months at a monthly cost of 82.65,Month-to-month Electronic check paperless billing,1185
7268-IGMFD,Is subscribed for 18 months at a monthly cost of 93.9,Month-to-month Bank transfer (automatic),1743.9
1846-XWOQN,Was subscribed for 1 months at a monthly cost of 70.15,Month-to-month Electronic check paperless billing,70.15
0235-KGSLC,Was subscribed for 1 months at a monthly cost of 85.55,Month-to-month Credit card (automatic) paperless billing,85.55
6650-BWFRT,Is subscribed for 72 months at a monthly cost of 117.15,Two year Credit card (automatic) paperless billing,8529.5
9570-KYEUA,Is subscribed for 64 months at a monthly cost of 99.25,Two year Credit card (automatic),6549.45
6993-YGFJV,Is subscribed for 69 months at a monthly cost of 112.55,Two year Bank transfer (automatic) paperless billing,7806.5
2712-SYWAY,Is subscribed for 1 months at a monthly cost of 25.7,Month-to-month Electronic check paperless billing,25.7
0730-BGQGF,Is subscribed for 71 months at a monthly cost of 90.3,Two year Credit card (automatic),6287.3
5498-IBWPI,Is subscribed for 66 months at a monthly cost of 49.4,One year Credit card (automatic) paperless billing,3251.85
9101-NTIXF,Is subscribed for 2 months at a monthly cost of 19.4,Month-to-month Mailed check,50.6
0013-SMEOE,Is subscribed for 71 months at a monthly cost of 109.7,Two year Bank transfer (automatic) paperless billing,7904.25
9314-QDMDW,Is subscribed for 11 months at a monthly cost of 61.25,One year Electronic check paperless billing,729.95
9308-ANMVE,Is subscribed for 47 months at a monthly cost of 55.3,Month-to-month Electronic check paperless billing,2654.05
2884-GBPFB,Was subscribed for 35 months at a monthly cost of 70.3,Month-to-month Electronic check paperless billing,2416.55
3757-NJYBX,Was subscribed for 32 months at a monthly cost of 106.35,Month-to-month Bank transfer (automatic),3520.75
3413-DHLPB,Is subscribed for 60 months at a monthly cost of 103.75,Month-to-month Bank transfer (automatic) paperless billing,5969.95
7649-PHJVR,Is subscribed for 11 months at a monthly cost of 19.5,One year Mailed check,226.8
6114-TCFID,Is subscribed for 29 months at a monthly cost of 39.5,One year Credit card (automatic),1082.75
3787-TRIAL,Is subscribed for 21 months at a monthly cost of 26.05,Month-to-month Electronic check paperless billing,565.75
2573-GYRUU,Is subscribed for 48 months at a monthly cost of 91.05,Month-to-month Credit card (automatic) paperless billing,4370.75
5156-UMKOW,Is subscribed for 3 months at a monthly cost of 29.65,Month-to-month Mailed check,90.05
1247-QBVSH,Is subscribed for 43 months at a monthly cost of 50.2,Month-to-month Mailed check,2169.4
6734-GMPVK,Is subscribed for 5 months at a monthly cost of 105.3,Month-to-month Electronic check,550.6
9822-OAOVB,Is subscribed for 1 months at a monthly cost of 55.45,Month-to-month Electronic check paperless billing,55.45
6161-ERDGD,Is subscribed for 71 months at a monthly cost of 85.45,One year Electronic check,6300.85
1226-JZNKR,Is subscribed for 8 months at a monthly cost of 19.8,One year Electronic check,160.05
7318-EIVKO,Is subscribed for 8 months at a monthly cost of 59.25,Month-to-month Electronic check paperless billing,436.6
3771-PZOBW,Is subscribed for 20 months at a monthly cost of 90.7,Month-to-month Credit card (automatic) paperless billing,1781.35
5136-KCKGI,Was subscribed for 33 months at a monthly cost of 103.7,One year Mailed check paperless billing,3467
8231-BSWXX,Is subscribed for 71 months at a monthly cost of 79.05,One year Credit card (automatic) paperless billing,5552.5
6486-LHTMA,Is subscribed for 31 months at a monthly cost of 90.7,One year Electronic check paperless billing,2835.5
4083-BFNYK,Is subscribed for 38 months at a monthly cost of 95.0,One year Credit card (automatic),3591.25
3722-WPXTK,Was subscribed for 1 months at a monthly cost of 88.35,Month-to-month Electronic check paperless billing,88.35
7389-KBFIT,Is subscribed for 2 months at a monthly cost of 30.25,Month-to-month Mailed check paperless billing,63.75
7176-WIONM,Is subscribed for 12 months at a monthly cost of 49.85,Month-to-month Bank transfer (automatic) paperless billing,617.15
5141-ZUVBH,Is subscribed for 9 months at a monthly cost of 93.0,Month-to-month Bank transfer (automatic),870.25
1089-HDMKP,Is subscribed for 11 months at a monthly cost of 54.55,Month-to-month Electronic check paperless billing,601.25
7623-HKYRK,Is subscribed for 6 months at a monthly cost of 19.7,Month-to-month Mailed check,111.65
0310-SUCIN,Is subscribed for 71 months at a monthly cost of 84.8,One year Bank transfer (automatic) paperless billing,6046.1
5197-PYEPU,Is subscribed for 42 months at a monthly cost of 94.45,One year Credit card (automatic) paperless billing,3923.8
2929-ERCFZ,Was subscribed for 8 months at a monthly cost of 94.2,Month-to-month Electronic check paperless billing,777.3
7548-SEPYI,Was subscribed for 5 months at a monthly cost of 96.25,Month-to-month Electronic check paperless billing,512.45
8835-VSDSE,Was subscribed for 2 months at a monthly cost of 70.7,Month-to-month Electronic check paperless billing,141.45
6619-RPLQZ,Is subscribed for 45 months at a monthly cost of 20.85,Two year Mailed check,892.15
3275-RHRNE,Is subscribed for 28 months at a monthly cost of 60.0,One year Credit card (automatic) paperless billing,1682.05
3503-TYDAY,Is subscribed for 43 months at a monthly cost of 80.45,Month-to-month Electronic check,3398.9
6901-GOGZG,Is subscribed for 60 months at a monthly cost of 84.95,Two year Electronic check paperless billing,4984.85
1623-NLDOT,Was subscribed for 42 months at a monthly cost of 33.55,One year Mailed check,1445.3
7021-XSNYE,Is subscribed for 7 months at a monthly cost of 49.65,Two year Credit card (automatic),305.55
9621-OUPYD,Is subscribed for 25 months at a monthly cost of 20.2,One year Bank transfer (automatic) paperless billing,507.9
9898-KZQDZ,Was subscribed for 40 months at a monthly cost of 94.55,Month-to-month Credit card (automatic) paperless billing,3640.45
8982-NHAVY,Is subscribed for 27 months at a monthly cost of 100.5,One year Bank transfer (automatic) paperless billing,2673.45
4307-KWMXE,Is subscribed for 10 months at a monthly cost of 35.75,Month-to-month Electronic check,389.8
0141-YEAYS,Is subscribed for 27 months at a monthly cost of 86.45,Month-to-month Bank transfer (automatic) paperless billing,2401.05
2450-ZKEED,Is subscribed for 11 months at a monthly cost of 53.8,One year Bank transfer (automatic),651.55
3694-DELSO,Is subscribed for 4 months at a monthly cost of 38.55,Month-to-month Credit card (automatic),156.1
3893-JRNFS,Is subscribed for 68 months at a monthly cost of 39.9,Month-to-month Bank transfer (automatic) paperless billing,2796.35
9603-OAIHC,Is subscribed for 1 months at a monthly cost of 70.05,Month-to-month Electronic check paperless billing,70.05
1133-KXCGE,Is subscribed for 18 months at a monthly cost of 20.1,One year Mailed check,407.05
5236-PERKL,Was subscribed for 57 months at a monthly cost of 112.95,Two year Bank transfer (automatic) paperless billing,6465
0142-GVYSN,Is subscribed for 26 months at a monthly cost of 20.3,Month-to-month Electronic check paperless billing,511.25
1049-FYSYG,Is subscribed for 17 months at a monthly cost of 35.65,Month-to-month Credit card (automatic) paperless billing,646.05
7854-FOKSF,Was subscribed for 1 months at a monthly cost of 35.9,Month-to-month Electronic check,35.9
2519-FAKOD,Was subscribed for 38 months at a monthly cost of 99.25,Month-to-month Bank transfer (automatic) paperless billing,3777.15
8406-LNMHF,Is subscribed for 59 months at a monthly cost of 82.95,One year Credit card (automatic) paperless billing,4903.15
1821-BUCWY,Is subscribed for 30 months at a monthly cost of 55.65,Two year Mailed check paperless billing,1653.85
8263-JQAIK,Was subscribed for 2 months at a monthly cost of 24.45,Month-to-month Mailed check paperless billing,47.5
0023-UYUPN,Is subscribed for 50 months at a monthly cost of 25.2,One year Electronic check,1306.3
8314-DPQHL,Is subscribed for 9 months at a monthly cost of 50.8,One year Mailed check,463.6
1465-WCZVT,Is subscribed for 3 months at a monthly cost of 19.65,Month-to-month Mailed check,60.65
9481-SFCQY,Is subscribed for 14 months at a monthly cost of 59.8,Month-to-month Credit card (automatic) paperless billing,824.85
6360-SVNWV,Is subscribed for 31 months at a monthly cost of 73.55,Month-to-month Credit card (automatic) paperless billing,2094.65
0567-GGCAC,Is subscribed for 7 months at a monthly cost of 61.4,Month-to-month Electronic check,438.9
7089-IVVAZ,Was subscribed for 8 months at a monthly cost of 103.35,Month-to-month Bank transfer (automatic) paperless billing,847.3
8884-MRNSU,Is subscribed for 17 months at a monthly cost of 19.9,One year Bank transfer (automatic),329.75
2171-UDMFD,Is subscribed for 32 months at a monthly cost of 19.45,Month-to-month Credit card (automatic) paperless billing,674.55
9050-IKDZA,Is subscribed for 2 months at a monthly cost of 81.5,Month-to-month Mailed check,162.55
2205-YMZZJ,Was subscribed for 7 months at a monthly cost of 84.8,Month-to-month Electronic check paperless billing,546.95
