customerID,customerDescription
7878-JGDKK,Male
1088-AUUZZ,Male with partner and dependents
0397-GZBBC,Male senior with partner
6614-YWYSC,Male senior with partner
9588-OZDMQ,Female with partner
7641-EUYET,Male senior with partner and dependents
6476-EPYZR,Male with partner and dependents
9921-ZVRHG,Female
1174-FGIFN,Female with partner and dependents
6620-HVDUJ,Male
4701-MLJPN,Male
1032-MAELW,Female with partner and dependents
7641-TQFHN,Male with dependents
1552-TKMXS,Female with partner
9206-GVPEQ,Male with partner
8622-ZLFKO,Female with partner
1596-BBVTG,Male
6188-UXBBR,Female with partner
2333-KWEWW,Male
5702-SKUOB,Female with partner
1134-YWTYF,Male with partner
6061-GWWAV,Male with dependents
0679-TDGAK,Male with partner and dependents
6585-WCEWR,Male with partner and dependents
9067-YGSCA,Female
9067-SQTNS,Male with partner and dependents
8433-WXGNA,Male
1776-SPBWV,Female with partner and dependents
8735-SDUFN,Female senior with partner
9668-PUGNU,Male with partner
9405-GPBBG,Female
1926-QUZNN,Female with partner
3707-GNWHM,Male
7016-NVRIC,Male senior with partner
5829-NVSQN,Female with partner
9565-AXSMR,Male with partner and dependents
8922-LIEGH,Female senior
8869-LIHMK,Female
8245-UMPYT,Female senior
5186-SAMNZ,Male senior
0447-RXSGD,Male
4927-WWOOZ,Male with partner
5788-YPOEG,Female with partner and dependents
5373-SFODM,Male senior with partner
0661-KBKPA,Male with partner and dependents
9081-WWXKP,Female with partner and dependents
0784-ZQJZX,Male with dependents
3133-PZNSR,Male with partner and dependents
5766-ZJYBB,Male
8931-GJJIQ,Female
4277-PVRAN,Female
0022-TCJCI,Male senior
0722-SVSFK,Female
3612-YVGSJ,Female with partner
9825-YCXWZ,Female senior
5397-NSKQG,Male with partner and dependents
8565-HBFNN,Male with partner
2000-DHJUY,Female senior with partner
0203-HHYIJ,Male
8670-ERCJH,Male
7758-UJWYS,Male with partner and dependents
2050-ONYDQ,Female with partner and dependents
7055-JCGNI,Female
0739-UUAJR,Female with partner and dependents
4826-DXMUP,Male with dependents
0952-KMEEH,Male
7285-KLOTR,Female with partner
0654-PQKDW,Female with partner and dependents
7175-NTIXE,Female
7963-SHNDT,Female
9796-BPKIW,Male senior
0188-GWFLE,Male
8129-GMVGI,Female with partner and dependents
2882-DDZPG,Female
3547-LQRIK,Female with partner
9137-NOQKA,Male senior
5843-TTHGI,Female
1849-RJYIG,Female
8868-GAGIO,Male with partner
4061-UKJWL,Male
5380-XPJNZ,Female
8263-QMNTJ,Male with partner
8178-EYZUO,Male
3230-JCNZS,Female with partner and dependents
0277-ORXQS,Male with partner and dependents
5130-IEKQT,Male senior
3230-WYKIR,Male
7996-BPXHY,Female with partner and dependents
3227-WLKLI,Female with partner and dependents
0407-BDJKB,Male with partner
2266-FUBDZ,Male with partner and dependents
8237-ULIXL,Female with partner
9600-UDOPK,Male with partner
8216-AZUUZ,Female with partner and dependents
9153-BTBVV,Female with partner
4074-SJFFA,Female
3269-ATYWD,Male senior
5186-PEIZU,Female
1074-AMIOH,Female with partner and dependents
4910-GMJOT,Female
0354-WYROK,Female senior with partner and dependents
4361-FEBGN,Male
7748-UMTRK,Female senior with dependents
0380-ZCSBI,Male
7145-FEJWU,Female with dependents
6463-MVYRY,Female senior
3969-JQABI,Female with partner
9624-EGDEQ,Female
1051-EQPZR,Female with partner and dependents
5849-ASHZJ,Male with dependents
5780-INQIK,Female
7576-OYWBN,Male senior
4526-ZJJTM,Female senior with partner
8384-FZBJK,Female with partner and dependents
3750-RNQKR,Female
0962-CQPWQ,Female with partner and dependents
3096-YXENJ,Female with partner
1265-BCFEO,Female with partner
5837-LXSDN,Female with partner and dependents
5945-AZYHT,Male with partner
8325-QRPZR,Female
6384-VMJHP,Female
2262-SLNVK,Female
7730-CLDSV,Female with partner and dependents
1135-HIORI,Female with partner and dependents
0164-APGRB,Female
6481-ESCNL,Female
1790-NESIO,Female
1550-EENBN,Female
5539-TMZLF,Male senior
4323-SADQS,Male with partner and dependents
4446-BZKHU,Male with partner
5202-IVJNU,Female with dependents
5976-JCJRH,Male with partner
8198-RKSZG,Female with partner and dependents
0137-OCGAB,Female
3351-NQLDI,Female with partner and dependents
9297-EONCV,Female
7593-JNWRU,Male with partner and dependents
4588-YBNIB,Female
1069-QJOEE,Male with partner and dependents
3336-JORSO,Female senior
7799-DSEWS,Male
8766-PAFNE,Male with partner
5315-CKEQK,Male senior with partner and dependents
3130-ICDUP,Female with dependents
0820-FNRNX,Male with partner and dependents
0880-FVFWF,Male
4611-ANLQC,Female with partner
4213-HKBJO,Female
2792-LSHWX,Female
5028-GZLDO,Male
0014-BMAQU,Male with partner
6861-XWTWQ,Male senior with partner
9018-PCIOK,Female
4837-QUSFT,Female with partner
6877-TJMBR,Male with partner
9953-ZMKSM,Male
0907-HQNTS,Female senior with partner
7665-NKLAV,Female with partner and dependents
6769-DCQLI,Male
2433-KMEAS,Male
4391-LNRXK,Male
8250-ZNGGW,Female senior
2195-ZRVAX,Female with partner
3550-SAHFP,Female
2011-TRQYE,Male
8562-GHPPI,Female
5893-PYOLZ,Male
4986-MXSFP,Female
6131-FOYAS,Male
3027-YNWZU,Female with partner
5609-IMCGG,Female
4873-ILOLJ,Male
4727-MCYZG,Male
9481-WHGWY,Female with partner and dependents
2725-KXXWT,Male with partner
9565-DJPIB,Female with dependents
4328-VUFWD,Female
3301-LSLWQ,Female
7473-ZBDSN,Female with partner and dependents
3166-PNEOF,Female
5639-NTUPK,Male with dependents
8780-YRMTT,Female
8348-HFYIV,Male
5140-FOMCQ,Female with partner
6242-SGYTS,Male with partner and dependents
8166-ORCHU,Male senior with partner
8414-OOEEL,Male with dependents
8454-AATJP,Female
6849-WLEYG,Male with dependents
4659-NZRUF,Female
4531-AUZNK,Female with partner and dependents
4191-XOVOM,Male
2150-OEGBV,Male
8429-XIBUM,Male
1855-CFULU,Female senior
4878-BUNFV,Male with partner and dependents
1872-EBWSC,Female
2608-BHKFN,Female
7026-YMSBE,Male
7341-LXCAF,Male with partner
6997-UVGOX,Male with partner and dependents
9674-EHPPG,Male with partner
9462-MJUAW,Male
8128-YVJRG,Female
5440-VHLUL,Male
5781-BKHOP,Female with partner
4283-FUTGF,Male senior
5213-TWWJU,Male
1569-TTNYJ,Male with partner
8628-MFKAX,Female senior with partner
2397-BRLOM,Male senior with partner and dependents
7629-WIXZF,Female
5445-GLVOT,Female
3976-HXHCE,Male
2466-NEJOJ,Male with partner and dependents
0254-KCJGT,Male with partner
5472-CVMDX,Female
6461-SZMCV,Female with partner
8150-QUDFX,Male
9508-ILZDG,Female senior
2346-DJQTB,Female
1697-LYYYX,Female with partner and dependents
1942-OQFRW,Male
4749-VFKVB,Female
9640-ZSLDC,Female with partner and dependents
4231-LZUYM,Female with partner
7598-UAASY,Male with partner
7938-OUHIO,Male
8510-AWCXC,Female senior
6128-AQBMT,Male senior with partner
3594-BDSOA,Female with partner
0431-APWVY,Female with partner and dependents
5133-VRSAB,Male
5996-DAOQL,Male
6838-YAUVY,Female
0484-JPBRU,Male
7883-ROJOC,Female with partner
0244-LGNFY,Female with partner and dependents
7274-CGTOD,Male
4295-YURET,Female senior with partner and dependents
3426-NIYYL,Male
8225-BTJAU,Male senior
4635-EJYPD,Male with partner and dependents
1866-ZSLJM,Male
4636-TVXVG,Male with partner and dependents
4236-UJPWO,Female
9392-XBGTD,Male with dependents
3387-VATUS,Male
6402-SSEJG,Female
1143-NMNQJ,Female
1169-SAOCL,Male
1110-KYLGQ,Female
9929-PLVPA,Female with dependents
3518-PZXZQ,Female with partner
2371-JUNGC,Male
7693-QPEFS,Male senior
0924-BJCRC,Female senior with partner
5074-FBGHB,Male
2351-BKRZW,Female with partner and dependents
4455-BFSPD,Female with partner
0415-MOSGF,Female
1724-BQUHA,Male senior
3948-KXDUF,Male
2323-ARSVR,Male with partner
0815-MFZGM,Female with partner
4826-XTSOH,Male senior with partner
5480-XTFFL,Female with partner and dependents
8295-FHIVV,Male
2495-INZWQ,Male
9086-YJYXS,Male with partner and dependents
1179-INLAT,Male
7909-FIOIY,Female with partner and dependents
4139-SUGLD,Male with partner and dependents
6857-VWJDT,Female
6351-SCJKT,Male
5468-BPMMO,Male with partner
5624-BQSSA,Female
0197-PNKNK,Female with partner and dependents
2439-QKJUL,Male
1194-SPVSP,Male
9534-NSXEM,Male
2408-WITXK,Female senior
8929-KSWIH,Male
2250-IVBWA,Male with partner and dependents
1810-MVMAI,Male with partner and dependents
9506-UXUSK,Male
1229-RCALF,Female with partner
3572-UOLYZ,Female with dependents
1429-UYJSV,Female
5577-OTWWW,Female
6100-QQHEB,Male with partner and dependents
6366-XIVKZ,Female with partner and dependents
3470-OBUET,Female with partner and dependents
2770-NSVDG,Male with partner
9375-MHRRS,Male
2634-HCZGT,Male senior with partner
7503-QQRVF,Male senior with partner
4860-YZGZM,Male
6599-GZWCM,Female
2691-NZETQ,Male
4404-HIBDJ,Female
5533-NHFRF,Male senior
7037-MTYVW,Male with partner and dependents
4760-THGOT,Female with partner
7295-JOMMD,Female with dependents
4016-BJKTZ,Female
6584-VQMYT,Male with dependents
9838-BFCQT,Male with partner and dependents
2790-XUYMV,Male with dependents
0581-MDMPW,Female
5013-SBUIH,Female
1023-BQXZE,Male
9163-GHAYE,Female
3904-UKFRE,Male
5353-WILCI,Female
0709-TVGUR,Female senior
0058-EVZWM,Female with partner
6023-YEBUP,Male
7209-JCUDS,Male
7009-PCARS,Male with dependents
0519-DRGTI,Female with partner and dependents
1017-FBQMM,Female with partner and dependents
3001-CBHLQ,Male senior with partner
1985-MBRYP,Female
6158-DWPZT,Male with partner
9372-TXXPS,Female with partner
3259-QMXUN,Male with partner
1015-JPFYW,Male with dependents
6645-MXQJT,Male with partner and dependents
4360-QRAVE,Male senior
8433-WPJTV,Female senior with partner and dependents
5804-JMYIO,Female with partner and dependents
3763-GCZHZ,Male with partner
6484-LATFU,Male
7599-NTMDP,Female with partner and dependents
0772-GYEQQ,Male
0536-ACXIP,Female with partner
0936-NQLJU,Female with partner
4831-EOBFE,Male with partner and dependents
1575-KRZZE,Female
3251-YMVWZ,Male
4102-OQUPX,Male senior with partner
9170-GYZJC,Female with partner and dependents
4884-LEVMQ,Male with partner
8857-CUPFQ,Male with partner
7610-TVOPG,Male
3638-DIMPH,Female with partner
1845-ZLLIG,Male
8559-WNQZS,Male
3999-QGRJH,Male senior
1699-UOTXU,Male
2454-RPBRZ,Female senior with partner
0635-WKOLD,Male with partner
5993-JSUWV,Female
4518-FZBSX,Male with partner and dependents
5387-ASZNZ,Female senior
6988-CJEYV,Male
2002-MZHWP,Female
3097-FQTVJ,Female
5465-BUBFA,Female with partner and dependents
7299-GNVPL,Female with partner and dependents
9743-DQKQW,Male
1215-VFYVK,Female
9371-BITHB,Female with partner and dependents
2265-CYWIV,Female senior with partner
9093-FPDLG,Female
0541-FITGH,Female with partner
6985-HAYWX,Female with partner
7508-KBIMB,Male with partner and dependents
6838-HVLXG,Female
2277-DJJDL,Male senior with partner
1897-OKVMW,Female with partner and dependents
5485-ITNPC,Male with partner
0233-FTHAV,Female
4644-PIZRT,Male with partner and dependents
8922-NPKBJ,Male with partner and dependents
2740-TVLFN,Male
7771-CFQRQ,Female with partner and dependents
9512-PHSMG,Female with partner
6963-EZQEE,Male senior with partner
2452-KDRRH,Male senior
2004-OCQXK,Female
5027-QPKTE,Male with partner
4146-SVFUD,Male
1564-HJUVY,Male
3617-XLSGQ,Female with partner and dependents
7517-LDMPS,Female
7244-KXYZN,Female
5226-NOZFC,Male
2672-HUYVI,Female
1400-WIVLL,Male with partner
7508-MYBOG,Male with partner
8148-NLEGT,Female with partner and dependents
0148-DCDOS,Male
8347-GDTMP,Female with partner
9992-RRAMN,Male with partner
6746-WAUWT,Male
0310-MVLET,Female with partner and dependents
0428-IKYCP,Male with partner
4550-VBOFE,Male senior with partner
2187-PKZAY,Male
4003-OCTMP,Female with partner
6652-YFFJO,Female
7225-IILWY,Male with partner and dependents
5248-RPYWW,Female senior with partner and dependents
7923-IYJWY,Male senior
3170-GWYKC,Female
5696-QURRL,Male
7409-KIUTL,Female senior with dependents
9830-ECLEN,Male with partner and dependents
1732-VHUBQ,Female senior with partner and dependents
0495-RVCBF,Female
2668-TZSPS,Male
7854-EDSSA,Male
8869-TORSS,Female
7446-SFAOA,Female with partner
9522-ZSINC,Male
8234-GSZYK,Male
6505-OZNPG,Female
6164-HAQTX,Male
0679-IDSTG,Female senior with partner and dependents
7765-LWVVH,Female with partner and dependents
1658-TJVOA,Female senior
0953-LGOVU,Male with partner and dependents
2115-BFTIW,Male
4692-NNQRU,Female with partner
7742-MYPGI,Female with partner and dependents
0611-DFXKO,Male with partner
7780-OTDSO,Male with partner
9619-GSATL,Female
5622-UEJFI,Female with partner and dependents
9747-DDZOS,Female
0674-DGMAQ,Male senior with partner
6203-HBZPA,Male
0484-FFVBJ,Male
0301-FIDRB,Female with partner and dependents
4139-JPIAM,Male
2181-TIDSV,Male with partner and dependents
2761-XECQW,Male senior with partner
1936-CZAKF,Male with partner
9453-PATOS,Female with partner
0564-JJHGS,Male
3348-CFRNX,Female with partner
4402-FTBXC,Male
1428-GTBJJ,Male
2931-XIQBR,Female with partner and dependents
0106-UGRDO,Female with partner
5542-TBBWB,Male
1930-QPBVZ,Male with partner and dependents
2606-PKWJB,Male with dependents
5322-ZSMZY,Male with partner and dependents
8059-UDZFY,Female senior with dependents
7740-BTPUX,Male senior with partner
5220-AGAAX,Male with partner and dependents
0208-BPQEJ,Female with partner and dependents
9435-JMLSX,Male with partner
3352-ALMCK,Male
5312-IRCFR,Female with partner and dependents
5294-IMHHT,Male with partner
8802-UNOJF,Male senior
6313-GIDIT,Male senior
6176-YJWAS,Male with partner
5310-NOOVA,Male
4526-EXKKN,Male
5311-IHLEI,Male
3987-KQDDU,Male
3404-JNXAX,Female with partner and dependents
5131-PONJI,Male with partner and dependents
2845-AFFTX,Male senior with partner
3489-VSFRD,Female
3345-JHUEO,Male
5815-HGGHV,Male with partner
5260-UMPWX,Female with partner and dependents
2249-YPRNG,Female with partner and dependents
7410-YTJIK,Female
4626-GYCZP,Male
5649-RXQTV,Male
2674-MIAHT,Female
2576-HXMPA,Female
7587-AOVVU,Male with partner and dependents
5590-BYNII,Male
6898-MDLZW,Male
3237-AJGEH,Female with partner and dependents
4707-YNOQA,Female with partner and dependents
9357-UJRUN,Male with partner
1591-NFNLQ,Male
8648-PFRMP,Female senior
7663-CUXZB,Male with partner
0258-NOKBL,Male
1163-VIPRI,Female with partner and dependents
2815-CPTUL,Male senior
9348-ROUAI,Female with partner and dependents
9443-JUBUO,Male with partner and dependents
0596-BQCEQ,Female with partner and dependents
1481-ZUWZA,Male
3043-TYBNO,Male
4830-FAXFM,Male with dependents
5906-BFOZT,Male
2960-NKRSO,Male
8996-ZROXE,Male senior
5598-IKHQQ,Female
0397-ZXWQF,Male
5266-PFRQK,Male with partner and dependents
4674-HGNUA,Male with partner and dependents
6765-MBQNU,Female with partner
9786-IJYDL,Female
1303-SRDOK,Female with partner and dependents
3769-MHZNV,Female with partner and dependents
6295-OSINB,Male with partner
3308-MHOOC,Male with dependents
2309-OSFEU,Male
2207-QPJED,Female senior with partner
4177-JPDFU,Male
2239-CFOUJ,Male with partner and dependents
8046-DNVTL,Male with partner
2209-XADXF,Female
6620-JDYNW,Female
1891-FZYSA,Male senior with partner
4770-UEZOX,Male
1038-RQOST,Male with partner and dependents
7613-LLQFO,Male
4568-TTZRT,Male
9513-DXHDA,Male
2640-PMGFL,Male with dependents
3801-HMYNL,Male with partner and dependents
0516-QREYC,Female senior
9685-WKZGT,Male senior
6022-UGGSO,Female senior
8084-OIVBS,Female
8896-BQTTI,Male
3865-QBWSJ,Male senior with dependents
3352-RICWQ,Female with partner and dependents
2160-GPFXD,Male with partner and dependents
2065-MMKGR,Female
5857-TYBCJ,Male senior with partner
1498-NHTLT,Male with partner and dependents
4484-CGXFK,Female
1402-PTHGN,Female with partner and dependents
4176-RELJR,Male senior
6214-EDAKZ,Female with partner and dependents
5199-FPUSP,Male with dependents
6377-KSLXC,Male
1796-JANOW,Female
0238-WHBIQ,Male with partner and dependents
8735-NBLWT,Male with dependents
6651-RLGGM,Male with partner and dependents
6127-ISGTU,Female with partner
1614-JBEBI,Female
8740-XLHDR,Male
1208-DNHLN,Male with partner and dependents
1761-AEZZR,Male
3923-CSIHK,Female senior with partner
5696-EXCYS,Male
5795-KTGUD,Female with partner
7120-RFMVS,Male
7924-GJZFI,Female senior with partner
4702-HDRKD,Male
8512-WIWYV,Male
5897-ZYEKH,Female senior with partner
5456-ITGIC,Male senior with partner
7317-GGVPB,Male with partner
1406-PUQVY,Male with dependents
1322-AGOQM,Male
3677-IYRBF,Female senior
5692-FPTAH,Female
9114-AAFQH,Female with partner
8715-KKTFG,Female with partner
1550-LOAHA,Female with partner
1728-BQDMA,Female
0268-QKIWO,Female
0876-WDUUZ,Female
5117-ZSMHQ,Female with partner and dependents
5151-HQRDG,Male with partner
0960-HUWBM,Male with partner and dependents
6465-GSRCL,Female with dependents
0617-FHSGK,Male with dependents
0263-FJTQO,Male with partner and dependents
7319-ZNRTR,Male with partner and dependents
2858-MOFSQ,Female with dependents
7503-EPSZW,Female with partner and dependents
7089-XXAYG,Male with partner
8118-LSUEL,Male senior
8070-AAWZP,Male senior with partner
1666-JXLKU,Female
7855-DIWPO,Female
5133-POWUA,Male
5652-MSDEY,Female
7005-CCBKV,Male
1810-BOHSY,Male with partner
1784-BXEFA,Female
7351-MHQVU,Female
9224-VTYID,Male with partner and dependents
9500-IWPXQ,Female with partner and dependents
5762-TJXGK,Female
4504-YOULA,Female with partner and dependents
5569-IDSEY,Male with partner
4250-FDVOU,Female
7284-ZZLOH,Male with partner
5277-ZLOOR,Female senior
2141-RRYGO,Female
1777-JYQPJ,Male
6376-GAHQE,Male
3401-URHDA,Male
1599-EAHXY,Male with partner and dependents
8631-XVRZL,Male
5052-PNLOS,Male
3853-LYGAM,Male
6979-ZNSFF,Female
5751-USDBL,Male with partner and dependents
5680-LQOGP,Female
2386-LAHRK,Male
8189-DUKMV,Female with partner
6032-IGALN,Female
9931-DCEZH,Male with dependents
1898-JSNDC,Female
0315-LVCRK,Male
3911-RSNHI,Female with partner
2410-CIYFZ,Male with dependents
4248-HCETZ,Male senior with partner
5505-OVWQW,Female
7271-AJDTL,Female with partner
1867-TJHTS,Female
